0 	-0.980510 	0.000000 	0.196469
1 	-0.930313 	0.000000 	0.366767
2 	-0.836386 	0.000000 	0.548140
3 	-0.707107 	0.000000 	0.707107
4 	-0.548140 	0.000000 	0.836386
5 	-0.366767 	0.000000 	0.930313
6 	-0.168887 	0.000000 	0.985635
7 	-0.000000 	0.000000 	1.000000
8 	0.196469 	-0.000000 	0.980510
9 	0.366767 	-0.000000 	0.930313
10 	0.567515 	-0.000000 	0.823363
11 	0.707107 	-0.000000 	0.707107
12 	0.823363 	-0.000000 	0.567515
13 	0.930313 	-0.000000 	0.366767
14 	0.980510 	-0.000000 	0.196469
15 	1.000000 	-0.000000 	0.000000
16 	0.980510 	0.196469 	0.000000
17 	0.930313 	0.366767 	0.000000
18 	0.823363 	0.567515 	0.000000
19 	0.707107 	0.707107 	0.000000
20 	0.567515 	0.823363 	0.000000
21 	0.366767 	0.930313 	0.000000
22 	0.196469 	0.980510 	0.000000
23 	-0.000000 	1.000000 	0.000000
24 	-0.168887 	0.985635 	0.000000
25 	-0.366767 	0.930313 	0.000000
26 	-0.548140 	0.836386 	0.000000
27 	-0.707107 	0.707107 	0.000000
28 	-0.836386 	0.548140 	0.000000
29 	-0.930313 	0.366767 	0.000000
30 	-0.980510 	0.196469 	0.000000
31 	-1.000000 	0.000000 	0.000000
32 	0.000001 	0.000000 	0.000000
33 	0.980789 	-0.000000 	0.195072
34 	1.000000 	-0.000000 	0.000000
35 	1.000000 	-0.000000 	0.000000
36 	0.980789 	-0.000000 	0.195072
37 	0.923881 	-0.000000 	0.382680
38 	0.923886 	-0.000000 	0.382668
39 	0.831465 	-0.000000 	0.555577
40 	0.831465 	-0.000000 	0.555577
41 	0.707107 	-0.000000 	0.707107
42 	0.707107 	-0.000000 	0.707107
43 	0.555577 	-0.000000 	0.831465
44 	0.555577 	-0.000000 	0.831465
45 	0.382668 	-0.000000 	0.923886
46 	0.499561 	-0.000000 	0.866279
47 	0.195072 	-0.000000 	0.980789
48 	0.477343 	-0.000000 	0.878717
49 	-0.000000 	0.000000 	1.000000
50 	0.470210 	0.000000 	0.882555
51 	-0.195072 	0.000000 	0.980789
52 	0.477343 	0.000000 	0.878717
53 	-0.382668 	0.000000 	0.923886
54 	0.499561 	0.000000 	0.866279
55 	-0.539522 	0.000000 	0.841972
56 	0.539522 	0.000000 	0.841972
57 	-0.601798 	0.000000 	0.798648
58 	0.601773 	0.000000 	0.798667
59 	-0.692150 	0.000000 	0.721754
60 	0.692150 	0.000000 	0.721754
61 	-0.812210 	0.000000 	0.583365
62 	0.812227 	0.000000 	0.583341
63 	-0.939038 	0.000000 	0.343812
64 	0.939038 	0.000000 	0.343812
65 	-1.000000 	0.000000 	0.000000
66 	1.000000 	0.000000 	0.000000
67 	-0.939038 	0.343812 	0.000000
68 	0.939038 	0.343812 	-0.000000
69 	-0.812227 	0.583341 	0.000000
70 	0.812210 	0.583365 	-0.000000
71 	-0.692150 	0.721754 	0.000000
72 	0.692150 	0.721754 	-0.000000
73 	-0.601798 	0.798648 	0.000000
74 	0.601773 	0.798667 	-0.000000
75 	-0.539522 	0.841972 	0.000000
76 	0.539522 	0.841972 	-0.000000
77 	-0.382668 	0.923886 	0.000000
78 	0.499561 	0.866279 	-0.000000
79 	-0.195072 	0.980789 	0.000000
80 	0.477343 	0.878717 	-0.000000
81 	-0.000000 	1.000000 	0.000000
82 	0.470210 	0.882555 	-0.000000
83 	0.195072 	0.980789 	0.000000
84 	0.477343 	0.878717 	-0.000000
85 	0.382668 	0.923886 	0.000000
86 	0.499561 	0.866279 	-0.000000
87 	0.555577 	0.831465 	0.000000
